,Title,Authors,Text,Summary,published_date,Source
10,Kingdom Come: Deliverance 2 - Point Of No Return Guide,['Jason Rodriguez'],"GameSpot may receive revenue from affiliate and advertising partnerships for sharing this content and from purchases through links.

You tackle many quests in Kingdom Come: Deliverance 2. However, there are a select few that, once completed, also cause other missions to end abruptly. Likewise, there are those that prevent you from leaving hastily, lest these distractions lead you to abject failure. Here's our guide to help you with the points of no return in Kingdom Come: Deliverance 2. Likewise, please be reminded that this article contains major spoilers.

What are the points of no return in Kingdom Come: Deliverance 2

A point of no return is considered a pivotal moment in a game, one where you have no choice but to proceed onward until you reach a conclusion. During really important moments, you're also warned regarding events that are about to transpire. It's recommended that you keep a manual save handy by consuming your Savior Schnapps, just in case you want to try other objectives first.

Here are what we classify as points of no return:","You tackle many quests in Kingdom Come: Deliverance 2.
Here's our guide to help you with the points of no return in Kingdom Come: Deliverance 2.
What are the points of no return in Kingdom Come: Deliverance 2A point of no return is considered a pivotal moment in a game, one where you have no choice but to proceed onward until you reach a conclusion.
During really important moments, you're also warned regarding events that are about to transpire.
Here are what we classify as points of no return:",,https://www.gamespot.com/games
11,Kingdom Come: Deliverance 2 - The Lion's Den Quest Guide,['Jason Rodriguez'],"The main objective here is to talk to Stephen Crow so you can join Sigismund's army. You're then introduced to the commander, Ditrich Katz. Katz wants you to find a lost charter that's supposed to be delivered by his soldiers, one of whom is actually being tended to by a foreign physician.

So, who exactly is this Musa that you need to save in Kingdom Come: Deliverance 2? Well, he's none other than an accomplished healer and scholar who's been everywhere in the known world, from the Iberia to the Holy Land and every place in between. Due to circumstances, Musa now serves King Sigismund. Meanwhile, the soldier that he's treating, Myshek, seems to be worse for wear.

This is an optional task, but you can diagnose Myshek to learn about his condition. You then need to give him 1x Strong Cockerel. You can't find any of these bottles nearby, so you have to brew one on your own. We discuss the basic steps in our Alchemy guide, but here's the gist:

Base: Spirits

Grind 2x Mint using the mortar and pestle, then put it in the cauldron.

Boil for one turn.

Add 1x Valerian.

Boil for two turns.

Hold the phial and interact with the still.

Note: Completing the brewing process perfectly while using dried herbs isn't enough. You need to use fresh Mint and Valerian herbs if you want a better chance at getting Strong Cockerel.","So, who exactly is this Musa that you need to save in Kingdom Come: Deliverance 2?
You then need to give him 1x Strong Cockerel.
We discuss the basic steps in our Alchemy guide, but here's the gist:Base: SpiritsGrind 2x Mint using the mortar and pestle, then put it in the cauldron.
Note: Completing the brewing process perfectly while using dried herbs isn't enough.
You need to use fresh Mint and Valerian herbs if you want a better chance at getting Strong Cockerel.",,https://www.gamespot.com/games
12,WWE 2K25 Roster And All Superstars Revealed So Far,['Darryn Bonthuys'],"GameSpot may receive revenue from affiliate and advertising partnerships for sharing this content and from purchases through links.

Around this time every year, WWE fans can expect three things: the Royal Rumble event being a glorious free-for-all, WWE superstars constantly pointing at the Wrestlemania sign, and the reveal of a new WWE 2K game. So far, it looks like this year's entry in the long-running series will be the biggest to date, as developer Visual Concepts is teasing a gigantic roster of WWE legends, superstars, and rookie sensations in the game.

Last year's game featured several hundred wrestlers from across the RAW, Smackdown, and NXT rosters, and the vast majority of them will be returning for WWE 2K25. The main event draw this year is a Showcase mode focused on The Bloodline, one of the most dominant WWE groups of all time. The mode will cover multiple eras of the Anoa'i dynasty that shaped WWE programming over several decades and will feature wrestlers like Roman Reigns, The Rock, Yokozuna, Jacob Fatu, and more in the spotlight. Even better, Showcase mode this year is hosted by The Bloodline's resident wiseman, Paul Heyman.

Other things to look forward to in WWE 2K25 include a brand-new open-world social space for your custom MySuperstar creation to explore, new match types like Bloodline rules and intergender showdowns, and an overhaul of the fantasy-card-collecting MyFaction mode.

While Visual Concepts says you can expect 300+ wrestlers in WWE 2K25--and has name-dropped quite a few already--for now we'll be keeping this list focused on the superstars who are officially confirmed to be in the game so far. You can check back regularly, because like last year, this feature will be constantly updated ahead of the game's release on March 14 for PC, PS5, PS4, Xbox Series X|S, and Xbox One.

Image credits: 2K Games and WWE.com","Around this time every year, WWE fans can expect three things: the Royal Rumble event being a glorious free-for-all, WWE superstars constantly pointing at the Wrestlemania sign, and the reveal of a new WWE 2K game.
So far, it looks like this year's entry in the long-running series will be the biggest to date, as developer Visual Concepts is teasing a gigantic roster of WWE legends, superstars, and rookie sensations in the game.
The main event draw this year is a Showcase mode focused on The Bloodline, one of the most dominant WWE groups of all time.
Even better, Showcase mode this year is hosted by The Bloodline's resident wiseman, Paul Heyman.
You can check back regularly, because like last year, this feature will be constantly updated ahead of the game's release on March 14 for PC, PS5, PS4, Xbox Series X|S, and Xbox One.",,https://www.gamespot.com/games
13,Every Game Delayed Right Now (2025 Edition),['Gabe Gurwin'],"GameSpot may receive revenue from affiliate and advertising partnerships for sharing this content and from purchases through links.

Death, taxes, and video games getting delayed--it seems these are the three constants in 2025, with a number of high-profile video games getting delayed past their initial release dates. Some of these have been delayed far past their initial dates, while others have only been delayed more recently.

To help keep everything organized, we've made a list of every game delayed right now, including those with delays announced weeks, months, or even years ago. Once a game has been released, it will be removed from this list.","GameSpot may receive revenue from affiliate and advertising partnerships for sharing this content and from purchases through links.
Death, taxes, and video games getting delayed--it seems these are the three constants in 2025, with a number of high-profile video games getting delayed past their initial release dates.
Some of these have been delayed far past their initial dates, while others have only been delayed more recently.
To help keep everything organized, we've made a list of every game delayed right now, including those with delays announced weeks, months, or even years ago.
Once a game has been released, it will be removed from this list.",,https://www.gamespot.com/games
14,Kingdom Come: Deliverance 2 - How To Romance Katherine,['Jason Rodriguez'],"GameSpot may receive revenue from affiliate and advertising partnerships for sharing this content and from purchases through links.

You meet a lot of characters in Kingdom Come: Deliverance 2, but few are as intriguing as Katherine. First encountered early in the campaign, you soon realize that there's more to her than meets the eye. Perhaps Henry has a chance to woo her down the line. Here's our guide on how to romance Katherine in Kingdom Come: Deliverance 2. Likewise, please be reminded that this article contains spoilers.

How to romance Katherine in Kingdom Come: Deliverance 2 - Romance guide

The Kingdom Come: Deliverance 2 Katherine romance is less of a singular important decision, and more of a gradual change throughout the course of the campaign. At first, Katherine seems aloof and distant, though you eventually see how she develops feelings for Henry. Of course, you also need to tackle a couple of integral side quests: The Fifth Commandment and The Stalker.","You meet a lot of characters in Kingdom Come: Deliverance 2, but few are as intriguing as Katherine.
Here's our guide on how to romance Katherine in Kingdom Come: Deliverance 2.
How to romance Katherine in Kingdom Come: Deliverance 2 - Romance guideThe Kingdom Come: Deliverance 2 Katherine romance is less of a singular important decision, and more of a gradual change throughout the course of the campaign.
At first, Katherine seems aloof and distant, though you eventually see how she develops feelings for Henry.
Of course, you also need to tackle a couple of integral side quests: The Fifth Commandment and The Stalker.",,https://www.gamespot.com/games
15,Kingdom Come: Deliverance 2 - How To Romance Rosa Ruthard,['Jason Rodriguez'],"GameSpot may receive revenue from affiliate and advertising partnerships for sharing this content and from purchases through links.

Kingdom Come: Deliverance 2 allows you to rizz up several supporting characters. Though most are of the same stature as Henry, there's one highborn lady who seems to fancy our dashing hero. Here's our guide on how to romance Rosa in Kingdom Come: Deliverance 2.

How to romance Rosa in Kingdom Come: Deliverance 2 - Romance guide

The Kingdom Come: Deliverance 2 Rosa romance primarily hinges on how you treat her at certain parts of the campaign. You first meet her during a main quest called Via Argentum, where she shows you that she's more than just a lady who could be pushed around by men. She's free-spirited and independent, with an intellect that leaves poor Henry at a loss for words sometimes.

Then, during Taking French Leave, she asks you to find a book in a fortress. Finally, during Oratores, you have a chance to seal the deal with a kiss.","GameSpot may receive revenue from affiliate and advertising partnerships for sharing this content and from purchases through links.
Kingdom Come: Deliverance 2 allows you to rizz up several supporting characters.
Though most are of the same stature as Henry, there's one highborn lady who seems to fancy our dashing hero.
Here's our guide on how to romance Rosa in Kingdom Come: Deliverance 2.
How to romance Rosa in Kingdom Come: Deliverance 2 - Romance guideThe Kingdom Come: Deliverance 2 Rosa romance primarily hinges on how you treat her at certain parts of the campaign.",,https://www.gamespot.com/games
16,Kingdom Come: Deliverance 2 - How To Romance Klara,['Jason Rodriguez'],"GameSpot may receive revenue from affiliate and advertising partnerships for sharing this content and from purchases through links.

You can have brief trysts with various characters in Kingdom Come: Deliverance 2. However, a chance meeting with a healer might lead to something more. You also need to make the right choices lest you scare her away completely. Here's our guide on how to romance Klara in Kingdom Come: Deliverance 2.

The Kingdom Come: Deliverance 2 Klara romance takes place during two main quests: Back in the Saddle and Finger of God. The former is where Henry initially meets Klara, a healer who's tending to wounded soldiers. The latter is where Henry has to help the soldiers by himself.

Both portions also have love scenes, though the latter is fairly brief and only fades to black. These parts of the campaign also have key objectives that you need to tackle if you want Klara to fall for Henry.","You can have brief trysts with various characters in Kingdom Come: Deliverance 2.
Here's our guide on how to romance Klara in Kingdom Come: Deliverance 2.
The Kingdom Come: Deliverance 2 Klara romance takes place during two main quests: Back in the Saddle and Finger of God.
The former is where Henry initially meets Klara, a healer who's tending to wounded soldiers.
These parts of the campaign also have key objectives that you need to tackle if you want Klara to fall for Henry.",,https://www.gamespot.com/games
17,Top 10 Best-Selling Video Games Of All Time,['Eddie Makuch'],"GameSpot may receive revenue from affiliate and advertising partnerships for sharing this content and from purchases through links.

With the rise in popularity and prominence of free-to-play games like Fortnite, CS: GO, PUBG, and others, games are reaching astounding player counts and tallying huge amounts of play time. But in terms of sales numbers for paid games, what are the best-selling games of all time? Here in this gallery we are running through the top 10 best-selling games of all time based on the latest publicly available data.

This list does not include free-to-play games, which is why you won't see juggernauts like Fortnite, Rocket League, Dota 2, and CS: GO on the list, among others. Those games have no doubt reached many, many more people and are probably best compared against other free-to-play games.

The list does, however, include sales of pack-in games for hardware bundles–and that is an important distinction. For example, Wii Sports sold about 83 million copies thanks in part to it being bundled with the Wii. The original Super Mario Bros. was a pack-in game as well for the NES.

With these caveats out of the way, let's dive into the Top 10 best-selling games ever. We're betting you can probably guess a few of these!

We will continue to update this list over time as GTA 5 inevitably continues to sell more and more copies.","With the rise in popularity and prominence of free-to-play games like Fortnite, CS: GO, PUBG, and others, games are reaching astounding player counts and tallying huge amounts of play time.
But in terms of sales numbers for paid games, what are the best-selling games of all time?
Here in this gallery we are running through the top 10 best-selling games of all time based on the latest publicly available data.
Those games have no doubt reached many, many more people and are probably best compared against other free-to-play games.
With these caveats out of the way, let's dive into the Top 10 best-selling games ever.",,https://www.gamespot.com/games
18,Switch 2 Rumored Mouse Functionality: Here's How It Could Be Used,['Jason Fanelli'],"GameSpot may receive revenue from affiliate and advertising partnerships for sharing this content and from purchases through links.

Now that months of speculation and rumors are over, and we finally have seen the Nintendo Switch 2 in action, it's time for what the gaming industry does best: more rumors and speculation!

Specifically, we're interested in the rumored mouse technology embedded in the Switch 2's Joy-Con controllers. Rumors are swirling that the Joy-Cons will feature some kind of point-and-click abilities, which offers some intriguing options for future Switch 2 releases. Here are a few potential uses for that mouse technology, as well as the games that could play host to them.","GameSpot may receive revenue from affiliate and advertising partnerships for sharing this content and from purchases through links.
Now that months of speculation and rumors are over, and we finally have seen the Nintendo Switch 2 in action, it's time for what the gaming industry does best: more rumors and speculation!
Specifically, we're interested in the rumored mouse technology embedded in the Switch 2's Joy-Con controllers.
Rumors are swirling that the Joy-Cons will feature some kind of point-and-click abilities, which offers some intriguing options for future Switch 2 releases.
Here are a few potential uses for that mouse technology, as well as the games that could play host to them.",,https://www.gamespot.com/games
19,The Best Games Of 2025 (So Far),['Darryn Bonthuys'],"GameSpot may receive revenue from affiliate and advertising partnerships for sharing this content and from purchases through links.

We've made it to 2025, and like previous years, there are quite a few upcoming games to look forward to. Last year gave us the amazing Metaphor ReFantazio and Elden Ring: Shadow of the Erdtree, as well as several other GOTY contenders like Astro Bot, Balatro, and Silent Hill 2. This year, there several games that could earn high review scores, like Monster Hunter Wilds, Split Fiction, and Assassin's Creed Shadows, to name a few.

On top of that, the Switch 2 is expected to be arriving this year and Nintendo typically has a few launch game aces up its sleeve whenever it brings new gaming hardware to its fans. You can also count on indie games to surprise and delight, as some of the best and weirdest games are often found in this category. Like last year, we'll be keeping track of the best of the best throughout 2025, so you can revisit this page to see which games have made the cut.

As a reminder, a game has to earn a high review score of at least 8 to make it onto this list. That doesn't mean that games scoring below this threshold aren't worth looking at, as these titles can still be pretty great if you can overlook some of their flaws.","We've made it to 2025, and like previous years, there are quite a few upcoming games to look forward to.
This year, there several games that could earn high review scores, like Monster Hunter Wilds, Split Fiction, and Assassin's Creed Shadows, to name a few.
You can also count on indie games to surprise and delight, as some of the best and weirdest games are often found in this category.
Like last year, we'll be keeping track of the best of the best throughout 2025, so you can revisit this page to see which games have made the cut.
As a reminder, a game has to earn a high review score of at least 8 to make it onto this list.",,https://www.gamespot.com/games
20,The Best Games Of 2024,['Darryn Bonthuys'],"GameSpot may receive revenue from affiliate and advertising partnerships for sharing this content and from purchases through links.

The 2024 gaming year is nearing the finish line, and if there's a common thread linking all of this year's biggest releases, it's that several of these games have been surprise hits. While 2023 was loaded with modern masterpieces like Baldur's Gate 3, Street Fighter 6, and Alan Wake 2, 2024 has delivered hits like Elden Ring: Shadow of the Erdtree, Dragon's Dogma 2, and Final Fantasy 7 Rebirth.

While those games were almost predestined to to launch with high review scores behind them, it's the unexpected games released this year that have overshadowed them. We've had some terrific hits that have seemingly come from out of nowhere, like the gung-ho action of Helldivers 2, the oddball British humor of Thank Goodness You're Here, and not one but two Prince of Persia games taking the series in bold new directions.

Throw in must-play indie games, solid outings from some of the biggest brands, and a few hidden gems, and 2024 has been a year where gaming's best and weirdest releases have risen to the top. For a closer look at the very best of the best, you can also check out GameSpot's list of 2024's top 10 video games.

Just like last year, we'll be keeping track of the best of the best. For this list, a game has to earn a review score of at least 8 (which is pretty darn great!) or higher from GameSpot to make the cut. That's not to say that games scoring lower (or that we didn't manage to review) should be ignored, as there's still plenty of fun to be had even if these titles didn't meet this threshold.","The 2024 gaming year is nearing the finish line, and if there's a common thread linking all of this year's biggest releases, it's that several of these games have been surprise hits.
While those games were almost predestined to to launch with high review scores behind them, it's the unexpected games released this year that have overshadowed them.
Throw in must-play indie games, solid outings from some of the biggest brands, and a few hidden gems, and 2024 has been a year where gaming's best and weirdest releases have risen to the top.
For a closer look at the very best of the best, you can also check out GameSpot's list of 2024's top 10 video games.
Just like last year, we'll be keeping track of the best of the best.",,https://www.gamespot.com/games
